062735|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3040.wav|spectrograms/062735.npy|linear_spectrograms/062735.npy|Poco a poco fui perdiéndole el miedo: me causaba cierto respeto; pero amarle. ¡eso imposible!|poko a poko fwi peɾðjendole el mjeðo: me kaʊsaβa θjeɾto ɾɾespeto; peɾo amaɾle... ¡eso imposiβle!...
059680|spanish|spanish|spanish/bailen/bailen_3225.wav|spectrograms/059680.npy|linear_spectrograms/059680.npy|Pues sí: la niña no quería salir del convento, aunque se lo predicaran frailes teatinos; pero yo no sé;|pwes si: la niɲa no keɾia saliɾ del kombɛnto, aʊnke se lo pɾeðikaɾan fɾaɪles teatinos; peɾo ʝo no se;
053259|spanish|spanish|spanish/19demarzo/19demarzo_0077.wav|spectrograms/053259.npy|linear_spectrograms/053259.npy|pero mi turbación y estupor eran tan grandes ante aquella escena, que ni aun acertaba a hacerme cargo de lo que tenía entre las manos.|peɾo mi tuɾβaθjon i estupoɾ eɾan tan ɡɾandes ante akeʎa esθena, ke ni aʊn aθeɾtaβa a aθeɾme kaɾɣo de lo ke tenia ɛntɾe las manos.
059751|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0056.wav|spectrograms/059751.npy|linear_spectrograms/059751.npy|el silencio de los sepulcros reina en Platerías, en San Felipe y en la Puerta del Sol.|el silɛnθjo de los sepulkɾos ɾɾeɪna en plateɾias, en san felipe i en la pweɾta del sol.
063677|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3982.wav|spectrograms/063677.npy|linear_spectrograms/063677.npy|¿tanto coraje es porque se os ha escapado el ave encantada de la calle del Cáliz? Por eso, por eso esrepetí.| ¿tanto koɾaxe es poɾke se os a eskapaðo el aβe enkantaða de la kaʎe del kaliθ? -poɾ eso, poɾ eso es -ɾɾepeti.
054589|spanish|spanish|spanish/19demarzo/19demarzo_1407.wav|spectrograms/054589.npy|linear_spectrograms/054589.npy|Advertí en el semblante del mancebo, un como estremecimiento o vislumbre,|aðβeɾti en el semblante del manθeβo, un komo estɾemeθimjɛnto o bislumbɾe,
061161|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1466.wav|spectrograms/061161.npy|linear_spectrograms/061161.npy|triquis lingüis en latín, esto es, de tres lenguas. Todavía no han acabado el camino cubierto que baja a la Alberca.|tɾikis liŋɡuis en latin, esto es, de tɾes lɛŋɡwas. toðaβia no an akaβaðo el kamino kuβjeɾto ke baxa a la alβeɾka.
063844|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4149.wav|spectrograms/063844.npy|linear_spectrograms/063844.npy|Si cuando tal vi hubiera tenido en mi mano el águila que cogiste, la habría echado también en la zanja, y luego tierra, mucha tierra encima.|si kwando tal bi uβjeɾa teniðo en mi mano el aɣila ke koxiste, la aβɾia etʃaðo tambjen en la θaŋxa, i lueɣo tjeɾɾa, mutʃa tjeɾɾa enθima.
060146|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0451.wav|spectrograms/060146.npy|linear_spectrograms/060146.npy|antes empañándolo que cubriéndolo. Bajo la falda asomaba desnudo uno de sus delicados pies;|antes empaɲandolo ke kuβɾiendolo. baxo la falða asomaβa desnuðo uno de sus delikaðos pjes;
059272|spanish|spanish|spanish/bailen/bailen_2817.wav|spectrograms/059272.npy|linear_spectrograms/059272.npy|de cinco pies menos una pulgada, medidos descalzos. Además de los notoriamente inútiles, como cojos, mancos, ciegos, etc.|de θinko pjes menos una pulɣaða, meðiðos deskalθos. aðemas de los notoɾjamente inutiles, komo koxos, mankos, θjeɣos, etk.,
062694|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2999.wav|spectrograms/062694.npy|linear_spectrograms/062694.npy|Hablas de lo que no entiendes. Si yo te dijera una cosa. Espera. déjame acabar. Ya sé lo que vas a decir.| -aβlas de lo ke no entjɛndes. si ʝo te dixeɾa una kosa... -espeɾa... dexame akaβaɾ... ʝa se lo ke bas a deθiɾ.
062770|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3075.wav|spectrograms/062770.npy|linear_spectrograms/062770.npy|Bendita seas mil veces por esta savia nueva que has dado a mi triste vida. Pero he cometido un crimen: tú no me perteneces;|bendita seas mil beθes poɾ esta saβja nweβa ke as daðo a mi tɾiste biða. peɾo e kometiðo un kɾimen: tu no me peɾteneθes;
060885|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1190.wav|spectrograms/060885.npy|linear_spectrograms/060885.npy|he traducido muchos al inglés en verso o prosa. ¡Oh señora mía e insigne maestra!|e tɾaðuθiðo mutʃos al iŋɡles en beɾso o pɾosa. -¡o seɲoɾa mia e insiɡne maestɾa!
054061|spanish|spanish|spanish/19demarzo/19demarzo_0879.wav|spectrograms/054061.npy|linear_spectrograms/054061.npy|Verdad es que las alegrías, el inefable gozo de los domingos compensaban todas las tristezas y angustiosas cavilaciones de los demás días.|beɾðad es ke las aleɣɾias, el inefaβle ɡoθo de los domiŋɡos kompensaβan toðas las tɾisteθas i aŋɡustjosas kaβilaθjones de los demas dias.
058953|spanish|spanish|spanish/bailen/bailen_2498.wav|spectrograms/058953.npy|linear_spectrograms/058953.npy|el cual, dando una fuerte puñada en la mesa, continuó así:|el kwal, dando una fweɾte puɲaða en la mesa, kontinwo asi:
058897|spanish|spanish|spanish/bailen/bailen_2442.wav|spectrograms/058897.npy|linear_spectrograms/058897.npy|Sin embargo, tan grande era nuestro entusiasmo en aquel célebre día que incorporándome como pude, grité:|sin embaɾɣo, tan ɡɾande eɾa nwestɾo entusjasmo en akel θeleβɾe dia ke inkoɾpoɾandome komo puðe, ɡɾite:
055797|spanish|spanish|spanish/19demarzo/19demarzo_2615.wav|spectrograms/055797.npy|linear_spectrograms/055797.npy|Con esta conversación llegó la hora, y nosotros al palacio de Su Alteza|kon esta kombeɾsaθjon ʎeɣo la oɾa, i nosotɾos al palaθjo de su alteθa
063878|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4183.wav|spectrograms/063878.npy|linear_spectrograms/063878.npy|La casa de la calle del Cáliz, a donde por dos veces he transportado a mis oyentes, y a cuyo recinto de nuevo me han de seguir, si quieren saber el fin de esta puntual historia,|la kasa de la kaʎe del kaliθ, a donde poɾ dos beθes e tɾanspoɾtaðo a mis ojjɛntes, i a kujjo ɾɾeθinto de nweβo me an de seɣiɾ, si kjeɾen saβeɾ el fin de esta puntwal istoɾja,
053424|spanish|spanish|spanish/19demarzo/19demarzo_0242.wav|spectrograms/053424.npy|linear_spectrograms/053424.npy|Tal era mi cólera, que resolví mostrar la mayor energía y les dije: Pillos, granujas, váyanse de aquí noramala;|tal eɾa mi koleɾa, ke ɾɾesolβi mostɾaɾ la majjoɾ eneɾxia i les dixe: piʎos, ɡɾanuxas, bajjanse de aki noɾamala ;
058800|spanish|spanish|spanish/bailen/bailen_2345.wav|spectrograms/058800.npy|linear_spectrograms/058800.npy|la ardorosa curiosidad que entonces devoraba a los habitantes de Madrid. ¿Debo detenerme en enumerar a tan dignas personas?|la aɾðoɾosa kuɾjosiðad ke entonθes deβoɾaβa a los aβitantes de maðɾid. ¿deβo deteneɾme en enumeɾaɾ a tan diɡnas peɾsonas?
063792|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4097.wav|spectrograms/063792.npy|linear_spectrograms/063792.npy|Pusieron sus labios de fuego en las manos de usted como si las besaran, le arreglaron las ropas del lecho, y después. ¿Y después?|pusjeɾon sus laβjos de fweɣo en las manos de usted komo si las besaɾan, le aɾɾeɣlaɾon las ɾɾopas del letʃo, i despwes... -¿i despwes?
058138|spanish|spanish|spanish/bailen/bailen_1683.wav|spectrograms/058138.npy|linear_spectrograms/058138.npy|¡Cuánto siento que no esté aquí el Señor de Santorcaz! me dijo Marijuán al ver pasar por delante de nosotros a aquellos| -¡kwanto sjɛnto ke no este aki el seɲoɾ de santoɾkaθ! -me dixo maɾixwan al beɾ pasaɾ poɾ delante de nosotɾos a akeʎos
063860|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4165.wav|spectrograms/063860.npy|linear_spectrograms/063860.npy|¿Esa inglesa ha de estar contigo en todas partes. Tengo una sospecha, una sospecha terrible, y si fuera cierto.| ¿esa iŋɡlesa a de estaɾ kontiɣo en toðas paɾtes...? tɛŋɡo una sospetʃa, una sospetʃa teɾɾiβle, i si fweɾa θjeɾto...
059737|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0042.wav|spectrograms/059737.npy|linear_spectrograms/059737.npy|principalmente de policía pública y secreta. Si te unes a la división de Carlos España, avísamelo.|pɾinθipalmente de poliθia puβlika i sekɾeta. si te unes a la diβisjon de kaɾlos espaɲa, aβisamelo.
056755|spanish|spanish|spanish/bailen/bailen_0300.wav|spectrograms/056755.npy|linear_spectrograms/056755.npy|viose que los franceses vacilaban, agrupándose y retrocediendo como si buscaran nuevas posiciones.|bjose ke los fɾanθeses baθilaβan, aɣɾupandose i ɾɾetɾoθeðjɛndo komo si buskaɾan nweβas posiθjones.
058126|spanish|spanish|spanish/bailen/bailen_1671.wav|spectrograms/058126.npy|linear_spectrograms/058126.npy|por una de esas injusticias tan comunes en nuestra tierra, lo mismo en estos días de vergüenza que en aquellos de gloria.|poɾ una de esas iŋxustiθjas tan komunes en nwestɾa tjeɾɾa, lo mismo en estos dias de beɾɣuɛnθa ke en akeʎos de ɡloɾja.
054308|spanish|spanish|spanish/19demarzo/19demarzo_1126.wav|spectrograms/054308.npy|linear_spectrograms/054308.npy|cuánto deseaba hablarte. ¡Cuántas cosas tengo que decirte!|kwanto deseaβa aβlaɾte. ¡kwantas kosas tɛŋɡo ke deθiɾte!
058959|spanish|spanish|spanish/bailen/bailen_2504.wav|spectrograms/058959.npy|linear_spectrograms/058959.npy|Y como desde aquella fecha ha conservado Usted los hábitos de campaña, y gusta tanto de conversar sobre el tema de la guerra, los vecinos le llaman el Gran Capitán.|i komo desðe akeʎa fetʃa a konseɾβaðo usted los aβitos de kampaɲa, i ɡusta tanto de kombeɾsaɾ soβɾe el tema de la ɡeɾɾa, los beθinos le ʎaman el ɡɾan kapitan.
053415|spanish|spanish|spanish/19demarzo/19demarzo_0233.wav|spectrograms/053415.npy|linear_spectrograms/053415.npy|y a lo mejor daba media vuelta, cambiando de dirección en su calenturiento paseo.|i a lo mexoɾ daβa meðja bwelta, kambjando de diɾekθjon en su kalentuɾjɛnto paseo.
054552|spanish|spanish|spanish/19demarzo/19demarzo_1370.wav|spectrograms/054552.npy|linear_spectrograms/054552.npy|Ella se regocijaba tanto con esto, que cuando yo, después de arrojar a un muladar el paquete, volvía entregándole los cuatro cuartos de mi fingida venta, me decía:|eʎa se ɾɾeɣoθixaβa tanto kon esto, ke kwando ʝo, despwes de aɾɾoxaɾ a un mulaðaɾ el pakete, bolβia entɾeɣandole los kwatɾo kwaɾtos de mi fiŋxiða bɛnta, me deθia:
056567|spanish|spanish|spanish/bailen/bailen_0112.wav|spectrograms/056567.npy|linear_spectrograms/056567.npy|Al poco rato tuvo lugar una escena lamentable, y fue que doña María, ciega de furor,|al poko ɾɾato tuβo luɣaɾ una esθena lamentaβle, i fwe ke doɲa maɾia, θjeɣa de fuɾoɾ,
053477|spanish|spanish|spanish/19demarzo/19demarzo_0295.wav|spectrograms/053477.npy|linear_spectrograms/053477.npy|Observé que Don Celestino enjugaba una lágrima con la punta del mismo pañuelo que tenía arrollado en la cabeza.|oβseɾβe ke don θelestino eŋxuɣaβa una laɣɾima kon la punta del mismo paɲwelo ke tenia aɾɾoʎaðo en la kaβeθa.
060712|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1017.wav|spectrograms/060712.npy|linear_spectrograms/060712.npy|Mi general -dijo con fatuidad España-, en mi división no faltan oficiales facultativos.| -mi xeneɾal -dixo kon fatwiðad espaɲa, en mi diβisjon no faltan ofiθjales fakultatiβos.
058059|spanish|spanish|spanish/bailen/bailen_1604.wav|spectrograms/058059.npy|linear_spectrograms/058059.npy|Vi muchos santos pintados o de escultura, y ¡cosa singular! pareciome que todas las imágenes sonreían apaciblemente.|bi mutʃos santos pintaðos o de eskultuɾa, i ¡kosa siŋɡulaɾ!, paɾeθjome ke toðas las imaxenes sonreian apaθiβlemente.
060242|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0547.wav|spectrograms/060242.npy|linear_spectrograms/060242.npy|habría tratado de perseguir la imagen, de tocarla, de hablarle, para ver si efectivamente era vana ilusión o materia corpórea.|aβɾia tɾataðo de peɾseɣiɾ la imaxen, de tokaɾla, de aβlaɾle, paɾa beɾ si efektiβamente eɾa bana ilusjon o mateɾja koɾpoɾea.
058610|spanish|spanish|spanish/bailen/bailen_2155.wav|spectrograms/058610.npy|linear_spectrograms/058610.npy|los Bonapartes de la mirada humana, conquistaban al punto todo aquello a que dirigían su pupila.|los bonapaɾtes de la miɾaða umana, konkistaβan al punto toðo akeʎo a ke diɾixian su pupila.
056558|spanish|spanish|spanish/bailen/bailen_0103.wav|spectrograms/056558.npy|linear_spectrograms/056558.npy|¿Sabe Usted lo que está cantando? Pues está cantando la Marsellesa, esa canción impía y sanguinaria,señores,| -¿saβe usted lo ke esta kantando? pwes esta kantando la maɾseʎesa, esa kanθjon impia i saŋɡinaɾjaseɲoɾes,,
057040|spanish|spanish|spanish/bailen/bailen_0585.wav|spectrograms/057040.npy|linear_spectrograms/057040.npy|con el gesto de su mano derecha empuñando la espada que parecía un rayo, con sus gritos que sobresalían entre el granizado tiroteo,|kon el xesto de su mano deɾetʃa empuɲando la espaða ke paɾeθia un ɾɾajjo, kon sus ɡɾitos ke soβɾesalian ɛntɾe el ɡɾaniθaðo tiɾoteo,
062359|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2664.wav|spectrograms/062359.npy|linear_spectrograms/062359.npy|Pero Wellington, aunque no había recibido la artillería de Almeida, persistía con tenacidad sajona en apoderarse de San Vicente y de San Cayetano,|peɾo weʎiŋɡton, aʊnke no aβia ɾɾeθiβiðo la aɾtiʎeɾia de almeɪða, peɾsistia kon tenaθiðad saxona en apoðeɾaɾse de san biθɛnte i de san kajjetano,
053247|spanish|spanish|spanish/19demarzo/19demarzo_0065.wav|spectrograms/053247.npy|linear_spectrograms/053247.npy|¡Aquí estamos, espanta-cuervos! gritó la maja tomando de manos de su amiga un cuchillo carnicero cuya sola vista causaba espanto.| ¡aki estamos, espantakweɾβos! -ɡɾito la maxa tomando de manos de su amiɣa un kutʃiʎo kaɾniθeɾo kujja sola bista kaʊsaβa espanto.
057152|spanish|spanish|spanish/bailen/bailen_0697.wav|spectrograms/057152.npy|linear_spectrograms/057152.npy|que nuestros regimientos de línea, y aun los valientes walones y suizos, retrocedieron aterrados.|ke nwestɾos ɾɾeximjɛntos de linea, i aʊn los baljɛntes walones i swiθos, ɾɾetɾoθeðjeɾon ateɾɾaðos.
058874|spanish|spanish|spanish/bailen/bailen_2419.wav|spectrograms/058874.npy|linear_spectrograms/058874.npy|¿Han visto alguna vez un campo de batalla? ¿Tienen idea de lo que significa la previsión, la táctica, el genio de un jefe experto para decidir la victoria?| ¿an bisto alɣuna beθ un kampo de bataʎa? ¿tjenen iðea de lo ke siɡnifika la pɾeβisjon, la taktika, el xenjo de un xefe ekspeɾto paɾa deθiðiɾ la biktoɾja?
058495|spanish|spanish|spanish/bailen/bailen_2040.wav|spectrograms/058495.npy|linear_spectrograms/058495.npy|Sus calzones de ante se ataban bajo la rodilla, y sobre las medias de seda llevaba gruesas botas de cordobán con espuelas de plata.|sus kalθones de ante se ataβan baxo la ɾɾoðiʎa, i soβɾe las meðjas de seða ʎeβaβa ɡɾuesas botas de koɾðoβan kon espwelas de plata.
064089|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4394.wav|spectrograms/064089.npy|linear_spectrograms/064089.npy|¿Hay felicidad comparable a la mía? ¿Pero esto qué es, es vivir o es morir?| ¿aɪ feliθiðad kompaɾaβle a la mia? ¿peɾo esto ke es, es biβiɾ o es moɾiɾ?
056782|spanish|spanish|spanish/bailen/bailen_0327.wav|spectrograms/056782.npy|linear_spectrograms/056782.npy|La caballería entretanto continuaba muy lejos de la acción, y aunque nuestro deseo hubiera sido que se nos enviara a lo más recio para desahogar la furia de nuestro enardecido pecho,|la kaβaʎeɾia entɾetanto kontinwaβa mujj lexos de la akθjon, i aʊnke nwestɾo deseo uβjeɾa siðo ke se nos embjaɾa a lo mas ɾɾeθjo paɾa desaoɣaɾ la fuɾja de nwestɾo enaɾðeθiðo petʃo,
055487|spanish|spanish|spanish/19demarzo/19demarzo_2305.wav|spectrograms/055487.npy|linear_spectrograms/055487.npy|Descuiden Ustedes que como haya dificultades, mi canónigo las arreglará todas, que para eso le dio el Señor aquel talentazo que asusta.|deskwiðen usteðes ke komo ajja difikultaðes, mi kanoniɣo las aɾɾeɣlaɾa toðas, ke paɾa eso le djo el seɲoɾ akel talentaθo ke asusta.
053312|spanish|spanish|spanish/19demarzo/19demarzo_0130.wav|spectrograms/053312.npy|linear_spectrograms/053312.npy|se destacaban multitud de capas encarnadas cubriendo cuerpos famosos de las Vistillas,|se destakaβan multitud de kapas enkaɾnaðas kuβɾiɛndo kweɾpos famosos de las bistiʎas,
053191|spanish|spanish|spanish/19demarzo/19demarzo_0009.wav|spectrograms/053191.npy|linear_spectrograms/053191.npy|Estas reflexiones se me ocurren ahora recordando aquellos sucesos.|estas ɾɾefleksjones se me okuɾɾen aoɾa ɾɾekoɾðando akeʎos suθesos.
061926|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2231.wav|spectrograms/061926.npy|linear_spectrograms/061926.npy|El animalejo, lagarto, o culebrón que figuraba la aldaba, alzó al menos así parecía su cabeza llena de herrumbre|el animalexo, laɣaɾto, o kuleβɾon ke fiɣuɾaβa la alðaβa, alθo al menos asi paɾeθia su kaβeθa ʎena de eɾɾumbɾe
061249|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1554.wav|spectrograms/061249.npy|linear_spectrograms/061249.npy|¿Pues qué demonios os trae a Salamanca en ese traje, vendiendo verduras y haciéndoos pasar por un campesino de Escuernavacas? ¿Qué me trae?| ¿pwes ke demonjos os tɾae a salamanka en ese tɾaxe, bendjɛndo beɾðuɾas i aθjendoos pasaɾ poɾ un kampesino de eskweɾnaβakas? -¿ke me tɾae?
061372|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1677.wav|spectrograms/061372.npy|linear_spectrograms/061372.npy|Atracción poderosa llamábame hacia arriba, y subí corriendo. Más que subir,|atɾakθjon poðeɾosa ʎamaβame aθja aɾɾiβa, i suβi koɾɾiɛndo. mas ke suβiɾ,
056753|spanish|spanish|spanish/bailen/bailen_0298.wav|spectrograms/056753.npy|linear_spectrograms/056753.npy|y cuyo artificio, si cae en buenas manos, basta a decidir la victoria. Arrojadas nuestras filas sobre las guerrillas enemigas,|i kujjo aɾtifiθjo, si kae en bwenas manos, basta a deθiðiɾ la biktoɾja. aɾɾoxaðas nwestɾas filas soβɾe las ɡeɾɾiʎas enemiɣas,
059259|spanish|spanish|spanish/bailen/bailen_2804.wav|spectrograms/059259.npy|linear_spectrograms/059259.npy|Él ponía todo su esmero en agradar a Don Diego, cosa fácil de conseguir;y siempre fijo al lado de este, cautivó prontamente el ánimo del buen chico,|el ponia toðo su esmeɾo en aɣɾaðaɾ a don djeɣo, kosa faθil de konseɣiɾi; sjempɾe fixo al laðo de este, kaʊtiβo pɾontamente el animo del bwen tʃiko,
064213|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4518.wav|spectrograms/064213.npy|linear_spectrograms/064213.npy|¡Oh! señora mía, eso mismo era yo hace veinte añosafirmó Santorcaz con tristeza.| -¡o! seɲoɾa mia, eso mismo eɾa ʝo aθe beɪnte aɲos -afiɾmo santoɾkaθ kon tɾisteθa.
054118|spanish|spanish|spanish/19demarzo/19demarzo_0936.wav|spectrograms/054118.npy|linear_spectrograms/054118.npy|Debo ante todo dar a conocer la casa en que me encontraba. La tienda, sin dejar de ser pequeñísima, era lo más espacioso y claro de aquella triste morada,|deβo ante toðo daɾ a konoθeɾ la kasa en ke me enkontɾaβa. la tjɛnda, sin dexaɾ de ser pekeɲisima, eɾa lo mas espaθjoso i klaɾo de akeʎa tɾiste moɾaða,
060370|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0675.wav|spectrograms/060370.npy|linear_spectrograms/060370.npy|Pero como la división aliada que acababa de llegar no podía pernoctar entera en aquel pueblo, una parte de ella siguió el camino adelante hacia Aldehuela de Yeltes.|peɾo komo la diβisjon aljaða ke akaβaβa de ʎeɣaɾ no poðia peɾnoktaɾ enteɾa en akel pweβlo, una paɾte de eʎa siɣjo el kamino aðelante aθja alðewela de ʝeltes.
055530|spanish|spanish|spanish/19demarzo/19demarzo_2348.wav|spectrograms/055530.npy|linear_spectrograms/055530.npy|Tiene amores con algún mozalbete de las calles. ¿Habrá entrado aquí? Esto es para volverse loco.| -tjene amoɾes kon alɣun moθalβete de las kaʎes. ¿aβɾa entɾaðo aki? esto es paɾa bolβeɾse loko.
059853|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0158.wav|spectrograms/059853.npy|linear_spectrograms/059853.npy|La pobre Pepilla González, de quien no te habrás olvidado, se muere de miseria,|la poβɾe pepiʎa ɡonθaleθ, de kjen no te aβɾas olβiðaðo, se mweɾe de miseɾja,
054045|spanish|spanish|spanish/19demarzo/19demarzo_0863.wav|spectrograms/054045.npy|linear_spectrograms/054045.npy|Mi amiga está en Aranjuez con su reverendo tío, el padre Don Celestino Santos del Malvar,| -mi amiɣa esta en aɾaŋxweθ kon su ɾɾeβeɾɛndo tio, el paðɾe don θelestino santos del malβaɾ,
058501|spanish|spanish|spanish/bailen/bailen_2046.wav|spectrograms/058501.npy|linear_spectrograms/058501.npy|Ocupábanse la madre y las hijas en arreglar los últimos pormenores del vestido, esta cosiendo el último botón,|okupaβanse la maðɾe i las ixas en aɾɾeɣlaɾ los ultimos poɾmenoɾes del bestiðo, esta kosjɛndo el ultimo boton,
063957|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4262.wav|spectrograms/063957.npy|linear_spectrograms/063957.npy|Lo hallaron separado de los demás, en una habitación solitaria y en poder de un pobre fraile demente. Hicieron diligencias cerca de la autoridad militar,|lo aʎaɾon sepaɾaðo de los demas, en una aβitaθjon solitaɾja i en poðeɾ de un poβɾe fɾaɪle demɛnte. iθjeɾon dilixɛnθjas θeɾka de la aʊtoɾiðad militaɾ,
055405|spanish|spanish|spanish/19demarzo/19demarzo_2223.wav|spectrograms/055405.npy|linear_spectrograms/055405.npy|mira al Señor de Pluma, al que la otra noche le emprestamos dos reales pa osequiar a las madasmas que llevó a tu casa.|miɾa al seɲoɾ de pluma, al ke la otɾa notʃe le empɾestamos dos ɾɾeales pa osekjaɾ a las maðasmas ke ʎeβo a tu kasa...
055139|spanish|spanish|spanish/19demarzo/19demarzo_1957.wav|spectrograms/055139.npy|linear_spectrograms/055139.npy|presenteme en la casa de la calle de la Sal, declarándome poseedor de las cualidades consignadas en el anuncio.|pɾesenteme en la kasa de la kaʎe de la sal, deklaɾandome poseeðoɾ de las kwaliðaðes konsiɡnaðas en el anunθjo.
056977|spanish|spanish|spanish/bailen/bailen_0522.wav|spectrograms/056977.npy|linear_spectrograms/056977.npy|Yo no creo que los franceses hubieran podido escaparse con carros ni sin carros, porque allí estábamos nosotros para impedírselo;|ʝo no kɾeo ke los fɾanθeses uβjeɾan poðiðo eskapaɾse kon kaɾɾos ni sin kaɾɾos, poɾke aʎi estaβamos nosotɾos paɾa impeðiɾselo;
059200|spanish|spanish|spanish/bailen/bailen_2745.wav|spectrograms/059200.npy|linear_spectrograms/059200.npy|Nos estremecimos todos, y Asunción y Presentación se abrazaron llorando a gritos. La curiosidad luchó un instante en nosotros con el temor,|nos estɾemeθimos toðos, i asunθjon i pɾesentaθjon se aβɾaθaɾon ʎoɾando a ɡɾitos. la kuɾjosiðad lutʃo un instante en nosotɾos kon el temoɾ,
054620|spanish|spanish|spanish/19demarzo/19demarzo_1438.wav|spectrograms/054620.npy|linear_spectrograms/054620.npy|Hace veinte años tuve algo con una mujer que vivía en mi casa; pero aquello no pasó de tres días. Yo nací en Francia de padresespañoles,|aθe beɪnte aɲos tuβe alɣo kon una muxeɾ ke biβia en mi kasa; peɾo akeʎo no paso de tɾes dias. ʝo naθi en fɾanθja de paðɾesespaɲoles,
056814|spanish|spanish|spanish/bailen/bailen_0359.wav|spectrograms/056814.npy|linear_spectrograms/056814.npy|sino también refiriendo cuanto cada uno hizo y cuanto dejó de hacer para que la batalla fuese completamente ganada.|sino tambjen ɾɾefiɾjɛndo kwanto kaða uno iθo i kwanto dexo de aθeɾ paɾa ke la bataʎa fwese kompletamente ɡanaða.
061027|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1332.wav|spectrograms/061027.npy|linear_spectrograms/061027.npy|Busqué en las inmediaciones posada donde dejar mi burro para poder dedicarme con libertad al objeto de mi viaje,|buske en las inmeðjaθjones posaða donde dexaɾ mi buɾɾo paɾa poðeɾ deðikaɾme kon liβeɾtad al oβxeto de mi bjaxe,
056185|spanish|spanish|spanish/19demarzo/19demarzo_3003.wav|spectrograms/056185.npy|linear_spectrograms/056185.npy|Es viudo.| -es bjuðo.
058977|spanish|spanish|spanish/bailen/bailen_2522.wav|spectrograms/058977.npy|linear_spectrograms/058977.npy|Conque ¿cómo fue aquello? añadió en tono de mofa y sentándose junto a Santorcaz|konke ¿komo fwe akeʎo? -aɲaðjo en tono de mofa i sentandose xunto a santoɾkaθ.
053572|spanish|spanish|spanish/19demarzo/19demarzo_0390.wav|spectrograms/053572.npy|linear_spectrograms/053572.npy|Alguno de los más celosos entre tan bravos campeones salió malherido a consecuencia de que todas las piedras lanzadas contra el ministro|alɣuno de los mas θelosos ɛntɾe tan bɾaβos kampeones saljo maleɾiðo a konsekwɛnθja de ke toðas las pjeðɾas lanθaðas kontɾa el ministɾo
063109|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3414.wav|spectrograms/063109.npy|linear_spectrograms/063109.npy|¡Hurra por Inglaterra! ¡Qué importa morir! Un grano de arena que el viento lleva de aquí para allá no significa nada en la superficie del mundo.| ¡uɾɾa poɾ iŋɡlateɾɾa! ¡ke impoɾta moɾiɾ! un ɡɾano de aɾena ke el bjɛnto ʎeβa de aki paɾa aʎa no siɡnifika naða en la supeɾfiθje del mundo.
062778|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3083.wav|spectrograms/062778.npy|linear_spectrograms/062778.npy|Recibió al principio muy mal la advertencia, mas tanto rogué y supliqué que al fin consintió en escribir una carta.|ɾɾeθiβjo al pɾinθipjo mujj mal la aðβeɾtɛnθja, mas tanto ɾɾoɣe i suplike ke al fin konsintjo en eskɾiβiɾ una kaɾta.
056122|spanish|spanish|spanish/19demarzo/19demarzo_2940.wav|spectrograms/056122.npy|linear_spectrograms/056122.npy|y por último se han metido en San Sebastián. Digan lo que quieran, esos hombres no vienen como amigos.|i poɾ ultimo se an metiðo en san seβastjan. diɣan lo ke kjeɾan, esos ombɾes no bjenen komo amiɣos.
054007|spanish|spanish|spanish/19demarzo/19demarzo_0825.wav|spectrograms/054007.npy|linear_spectrograms/054007.npy|Yo me encogí de hombros, no comprendiendo por qué estábamos sin Rey y sin más gobierno que los cuatro carcamales de la Junta. Gabriel|ʝo me enkoxi de ombɾos, no kompɾendjɛndo poɾ ke estaβamos sin ɾɾeɪ i sin mas ɡoβjeɾno ke los kwatɾo kaɾkamales de la xunta. -ɡaβɾiel
