023967|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1011.wav|spectrograms/023967.npy|linear_spectrograms/023967.npy|Weißt du, wo die Harfe liegt, die ich suche? Natürlich, antwortete ebenso rasch die Frau.|vaɪst duː, voː diː haɾfə liːkt, diː ɪç zuːxə? nɑːtyːɾlɪç , antvɔɾtətə eːbənzoː raʃ diː fraʊ.
029344|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0679.wav|spectrograms/029344.npy|linear_spectrograms/029344.npy|Da sprach eine tiefe rauhe Stimme dicht hinter ihm: Ihr müßt gar großes Unglück erfahren haben, junger Mensch,|dɑː ʃpɾɑːx aɪnə tiːfə raʊə ʃtɪmə dɪçt hɪntɜ iːm: iːɾ myst ɡɑːɾ ɡɾoːsəs ʊnɡlyk ɛɾfɑːrən hɑːbən, jʊŋɜ mɛnʃ,
029487|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0822.wav|spectrograms/029487.npy|linear_spectrograms/029487.npy|Und dann fürchtete er wieder, träte auch die Dirne aus dieser oder jener Gasse ihm entgegen,|ʊnt dan fyɾçtətə ɛɾ viːdɜ, tɾɛːtə aʊx diː dɪɾnə aʊs diːzɜ oːdɜ jeːnɜ ɡasə iːm ɛntɡeːɡən,
026518|german|german|german/meisterfloh/meisterfloh_0935.wav|spectrograms/026518.npy|linear_spectrograms/026518.npy|nur in der Wonne lebte, auf dem schönsten Halse, auf dem schönsten Busen umherzuhüpfen|nuːɾ ɪn dɛɾ vɔnə leːptə, aʊf deːm ʃøːnstən halzə, aʊf deːm ʃøːnstən bʊsən ʊmhɛɾtsuːypfən
028121|german|german|german/meisterfloh/meisterfloh_2538.wav|spectrograms/028121.npy|linear_spectrograms/028121.npy|Geheimnisses führe. Diese Spur wollte er nun geschickt aus dem Unwissenden herauslocken|ɡəhaɪmnɪsəs fyːrə. diːzə ʃpuːɾ vɔltə ɛɾ nuːn ɡəʃɪkt aʊs deːm ʊnvɪsəndən hɛraʊslɔkən
026711|german|german|german/meisterfloh/meisterfloh_1128.wav|spectrograms/026711.npy|linear_spectrograms/026711.npy|erwiderte die Alte schmunzelnd, ach, das ist alles vorbei. Man darf ja nur die liebe Dame recht ansehen,|ɛɾviːdɜtə diː altə ʃmʊntsəlnt, ax, das ɪst aləs foːɾbaɪ. man daɾf jɑː nuːɾ diː liːbə dɑːmə rɛçt anzeːən,
030347|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1682.wav|spectrograms/030347.npy|linear_spectrograms/030347.npy|vornehmer Sitte entgegen, mit dem Gemahl teilte, unbemerkt verlassen zu können.|foːɾneːmɜ zɪtə ɛntɡeːɡən, mɪt deːm ɡəmɑːl taɪltə, ʊnbəmɛɾkt fɛɾlasən tsuː kœnən.
028164|german|german|german/meisterfloh/meisterfloh_2581.wav|spectrograms/028164.npy|linear_spectrograms/028164.npy|hoch auf den langen Hinterbeinen, rang die Hände, streckte sie flehend zum Himmel empor und rief mit|hoːx aʊf deːn laŋən hɪntɜbaɪnən, raŋ diː hɛndə, ʃtɾɛktə ziː fleːənt tsʊm hɪməl ɛmpoːɾ ʊnt riːf mɪt
029954|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1289.wav|spectrograms/029954.npy|linear_spectrograms/029954.npy|und dabei war das Fräulein die lieblichste Blondine, die es geben mag, und in allen ihren seltsamen Capriccios|ʊnt dɑːbaɪ vɑːɾ das frɔølaɪn diː liːplɪçstə blɔndiːnə, diː ɛs ɡeːbən mɑːk, ʊnt ɪn alən iːrən zɛltzɑːmən kapɾɪkɪoːs
024304|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1348.wav|spectrograms/024304.npy|linear_spectrograms/024304.npy|Da wurde der große Maler Oizo traurig und kehrte wieder nach Katata zurück. Dort wohnte er in dem Hause eines Töpfers auf einem Hügel.|dɑː v??də dɛɾ ɡɾoːsə mɑːlɜ oːiːtsoː tɾaʊrɪç ʊnt keːɾtə viːdɜ nɑːx kɑtatɑː tsuːryk. dɔɾt voːntə ɛɾ ɪn deːm haʊzə aɪnəs tœpfɜs aʊf aɪnəm hyːɡəl.
023775|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0819.wav|spectrograms/023775.npy|linear_spectrograms/023775.npy|bis der letzte seines Regiments über ihn weggeschritten war. Dann stand er heil und unversehrt auf.|bɪs dɛɾ lɛtstə zaɪnəs reːɡiːmɛnts yːbɜ iːn vɛɡɛʃrɪtən vɑːɾ. dan ʃtant ɛɾ haɪl ʊnt ʊnfɛɾzeːɾt aʊf.
026345|german|german|german/meisterfloh/meisterfloh_0762.wav|spectrograms/026345.npy|linear_spectrograms/026345.npy|in die Augen. Selbst wußte er nicht, wie es geschah, daß Dörtje Elverdink plötzlich in seinem Winkel dicht neben ihm stand.|ɪn diː aʊɡən. zɛlpst vʊstə ɛɾ nɪçt, viː ɛs ɡəʃɑː, das dœɾtjə ɛlfɜdɪŋk plœtslɪç ɪn zaɪnəm vɪnkəl dɪçt neːbən iːm ʃtant.
023186|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0230.wav|spectrograms/023186.npy|linear_spectrograms/023186.npy|Singe jetzt! sagte der Prinz. Das Wimmern hinter der Papierwand verstummte, und Hanake sang das Lied:|zɪŋə jɛtst! zɑːɡtə dɛɾ pɾɪnts. das vɪmɜn hɪntɜ dɛɾ papiːɾvant fɛɾʃtʊmtə, ʊnt hɑnɑːkə zaŋ das liːt:
027762|german|german|german/meisterfloh/meisterfloh_2179.wav|spectrograms/027762.npy|linear_spectrograms/027762.npy|der Bartscherer sich aber in dem Schlammwasser verlor, das gerade vor der Türe zwischen den Steinen sich gesammelt hatte.|dɛɾ baɾtʃərɜ zɪç ɑːbɜ ɪn deːm ʃlamvasɜ fɛɾloːɾ, das ɡərɑːdə fɔɾ dɛɾ tyːrə tsvɪʃən deːn ʃtaɪnən zɪç ɡəzaməlt hatə.
024140|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1184.wav|spectrograms/024140.npy|linear_spectrograms/024140.npy|die Brise von Amazu habe den Attentäter in den See gelockt.|diː bɾiːzə fɔn ɑmatsuː hɑːbə deːn atɛntɛːtɜ ɪn deːn zeː ɡəlɔkt.
029966|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1301.wav|spectrograms/029966.npy|linear_spectrograms/029966.npy|wiewohl das schmerzliche Lächeln, der tränenschwere Blick wenigstens irgendeinen physischen Krankheitszustand,|viːvoːl das ʃmɛɾtslɪçə lɛçəln, dɛɾ tɾɛːnənʃveːrə blɪk veːnɪçstəns ɪɾɡəndaɪnən fyːzɪʃən kɾaŋkhaɪtstsʊstant,
025985|german|german|german/meisterfloh/meisterfloh_0402.wav|spectrograms/025985.npy|linear_spectrograms/025985.npy|statt daß er sonst erst oben ganz leise anzupochen pflegte: Aline - Aline - Licht, Licht!|ʃtat das ɛɾ zɔnst eːɾst oːbən ɡants laɪzə antsuːpɔxən pfleːktə: aliːnə  aliːnə  lɪçt, lɪçt!
023835|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0879.wav|spectrograms/023835.npy|linear_spectrograms/023835.npy|sich die Unsterblichkeit des Lebensfadens und auch des Leibes erhalten könne,|zɪç diː ʊnʃtɛɾplɪçkaɪt dɛs leːbənsfɑdəns ʊnt aʊx dɛs laɪbəs ɛɾhaltən kœnə,
023013|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0057.wav|spectrograms/023013.npy|linear_spectrograms/023013.npy|sagte Hanake zur Magd. Diese tat, wie ihr befohlen. Draußen lagen der See und der Himmel wie ein einziges schwarzes Loch:|zɑːɡtə hɑnɑːkə tsuːɾ makt. diːzə tɑːt, viː iːɾ bəfoːlən. dɾaʊsən lɑːɡən dɛɾ zeː ʊnt dɛɾ hɪməl viː aɪn aɪntsɪɡəs ʃvaɾtsəs lɔx:
027262|german|german|german/meisterfloh/meisterfloh_1679.wav|spectrograms/027262.npy|linear_spectrograms/027262.npy|Außer diesen ganz entscheidenden Stellen im Tagebuch fand sich auch noch der Brief eines Freundes vor, in dem es verfänglicherweise hieß:|aʊsɜ diːzən ɡants ɛntʃaɪdəndən ʃtɛlən ɪm tɑɡeːbʊx fant zɪç aʊx nɔx dɛɾ bɾiːf aɪnəs frɔøndəs fɔɾ, ɪn deːm ɛs fɛɾfɛŋlɪçɜvaɪzə hiːs:
025217|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2261.wav|spectrograms/025217.npy|linear_spectrograms/025217.npy|um Afrika und Asien zu erreichen, erschien Ilse das weiße, blendende Schiffsgerüst in der Bläue ringsum|ʊm afriːkɑː ʊnt ɑːzɪən tsuː ɛɾraɪçən, ɛɾʃiːn ɪlzə das vaɪsə, blɛndəndə ʃɪfsɡeːryst ɪn dɛɾ blɔøə rɪŋzʊm
029706|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1041.wav|spectrograms/029706.npy|linear_spectrograms/029706.npy|das ist der alte Torbern gewesen, dem du begegnet, und ich merke nun wohl, daß das mehr als ein Märlein ist, was|das ɪst dɛɾ altə tɔɾbɜn ɡəveːzən, deːm duː bəɡeːɡnət, ʊnt ɪç mɛɾkə nuːn voːl, das das meːɾ als aɪn mɛɾlaɪn ɪst, vas
023383|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0427.wav|spectrograms/023383.npy|linear_spectrograms/023383.npy|Doch wir sind reicher, sagte Kiri immer, reicher als die Reisfelderbesitzer in den Bergen am Biwasee, reicher als die Kaufleute von Ozu.|dɔx viːɾ zɪnt raɪçɜ , zɑːɡtə kiːriː ɪmɜ, raɪçɜ als diː raɪsfəldɜbeːzɪtsɜ ɪn deːn bɛɾɡən am biːvazeː, raɪçɜ als diː kaʊflɔøtə fɔn oːtsuː.
023703|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0747.wav|spectrograms/023703.npy|linear_spectrograms/023703.npy|und zu ihrem Manne gesagt: Unser Sohn ist tot. Wir haben keinen Sohn mehr.|ʊnt tsuː iːrəm manə ɡəzɑːkt: ʊnzɜ zoːn ɪst toːt. viːɾ hɑːbən kaɪnən zoːn meːɾ.
023056|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0100.wav|spectrograms/023056.npy|linear_spectrograms/023056.npy|Ich grüße Dich, Hanake. Der Brief war unterschrieben mit dem Namen eines jungen Prinzen aus dem kaiserlichen Hause.|ɪç ɡɾyːsə dɪç, hɑnɑːkə. dɛɾ bɾiːf vɑːɾ ʊntɜʃriːbən mɪt deːm nɑːmən aɪnəs jʊŋən pɾɪntsən aʊs deːm kaɪzɜlɪçən haʊzə.
025472|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2516.wav|spectrograms/025472.npy|linear_spectrograms/025472.npy|Ich nicht, sagte Ilse. Sieh mein rotes Haar an, sieh meine weiße Haut an.|ɪç nɪçt , zɑːɡtə ɪlzə. ziː maɪn roːtəs hɑːɾ an, ziː maɪnə vaɪsə haʊt an.
028348|german|german|german/meisterfloh/meisterfloh_2765.wav|spectrograms/028348.npy|linear_spectrograms/028348.npy|Sollte nun auch besagter Prometheusfunken nebenher die Fackel des Ehegottes anstecken wie ein tüchtiges hellbrennendes Wirtschaftslicht,|zɔltə nuːn aʊx bəzɑːɡtɜ pɾoːmeːtɔøsfʊŋkən neːbɛnhɜ diː fakəl dɛs eːeːɡɔtəs anʃtɛkən viː aɪn tyçtɪɡəs hɛlbɾənəndəs vɪɾtʃaftslɪçt,
025757|german|german|german/meisterfloh/meisterfloh_0174.wav|spectrograms/025757.npy|linear_spectrograms/025757.npy|Auf den Rat bewährter Freunde schickte der alte Tyß den Sohn nach der Universität Jena; aber als er nach drei Jahren wiederkehrte,|aʊf deːn rɑːt bəvɛːɾtɜ frɔøndə ʃɪktə dɛɾ altə tyːs deːn zoːn nɑːx dɛɾ uːniːvɛɾziːtɛːt jeːnɑː; ɑːbɜ als ɛɾ nɑːx dɾaɪ jɑːrən viːdɜkeːɾtə,
026904|german|german|german/meisterfloh/meisterfloh_1321.wav|spectrograms/026904.npy|linear_spectrograms/026904.npy|eine sehr vornehme Dame auf unbegreifliche Weise entführt worden. Jeder sprach davon,|aɪnə zeːɾ foːɾneːmə dɑːmə aʊf ʊnbəɡɾaɪflɪçə vaɪzə ɛntfyːɾt vɔɾdən. jeːdɜ ʃpɾɑːx dɑːfɔn,
025524|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2568.wav|spectrograms/025524.npy|linear_spectrograms/025524.npy|Die Dame schrie mit ihren letzten Kräften: Okuro! Kutsuma! Ilse! Ilse!|diː dɑːmə ʃriː mɪt iːrən lɛtstən kɾɛftən: oːkuːroː! kʊtzuːmɑː! ɪlzə! ɪlzə!
027147|german|german|german/meisterfloh/meisterfloh_1564.wav|spectrograms/027147.npy|linear_spectrograms/027147.npy|wie der beste Solotänzer von der Pariser Bühne, bis der andere ihn mit dem verkürzten Fernglase fest fixierte.|viː dɛɾ bɛstə zoːloːtɛntsɜ fɔn dɛɾ pɑrɪsɜ byːnə, bɪs dɛɾ andərə iːn mɪt deːm fɛɾkyɾtstən fɛɾŋlɑːzə fɛst fɪksiːɾtə.
024243|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1287.wav|spectrograms/024243.npy|linear_spectrograms/024243.npy|einer von jenen, welche die Brise von Amazu überrascht hatte, und die verschlungen wurden vom Unglück. Wer bist du?|aɪnɜ fɔn jeːnən, vɛlçə diː bɾiːzə fɔn ɑmatsuː yːbɜraʃt hatə, ʊnt diː fɛɾʃlʊŋən v??dən fɔm ʊnɡlyk. veːɾ bɪst duː?
026468|german|german|german/meisterfloh/meisterfloh_0885.wav|spectrograms/026468.npy|linear_spectrograms/026468.npy|Versichern kann ich Euch indessen zum voraus, daß irgend Feindseliges gar nicht in meiner Natur ist,|fɛɾzɪçɜn kan ɪç ɔøç ɪndɛsən tsʊm foːraʊs, das ɪɾɡənt faɪndzeːlɪɡəs ɡɑːɾ nɪçt ɪn maɪnɜ natuːɾ ɪst,
027182|german|german|german/meisterfloh/meisterfloh_1599.wav|spectrograms/027182.npy|linear_spectrograms/027182.npy|wiederverschaffen wolle. Dies betrachtend, glitt ein Eisstrom durch sein Inneres, der die Liebesflammen,|viːdɜfɛɾʃafən vɔlə.  diːs bətɾaxtənt, ɡlɪt aɪn aɪsʃtɾoːm d??ç zaɪn ɪnərəs, dɛɾ diː liːbɛsflamən,
023524|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0568.wav|spectrograms/023524.npy|linear_spectrograms/023524.npy|Stehe ich nicht auf meinen zwei Füßen? Sehe ich nicht mit meinen zwei Augen?|ʃteːə ɪç nɪçt aʊf maɪnən tsvaɪ fyːsən? zeːə ɪç nɪçt mɪt maɪnən tsvaɪ aʊɡən?
023103|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0147.wav|spectrograms/023103.npy|linear_spectrograms/023103.npy|und stürzt kopfüber in den abenddunkeln See. Kein Schrei;|ʊnt ʃtyɾtst kɔpfyːbɜ ɪn deːn ɑːbəndʊnkəln zeː. kaɪn ʃraɪ;
024460|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1504.wav|spectrograms/024460.npy|linear_spectrograms/024460.npy|und ich habe meinem Vater zu viele Tonvasen verbrannt. Du hast noch einen Grund, den du nicht sagst, meinte Oizo.|ʊnt ɪç hɑːbə maɪnəm fɑːtɜ tsuː fiːlə tɔnvɑːzən fɛɾbɾant. duː hast nɔx aɪnən ɡɾʊnt, deːn duː nɪçt zɑːkst , maɪntə oːiːtsoː.
025652|german|german|german/meisterfloh/meisterfloh_0069.wav|spectrograms/025652.npy|linear_spectrograms/025652.npy|so bewies er insbesondere eine seltsame Idiosynkrasie gegen das weibliche Geschlecht.|zoː bəviːs ɛɾ ɪnsbeːzɔndərə aɪnə zɛltzɑːmə iːdɪoːzyŋkɾaziː ɡeːɡən das vaɪplɪçə ɡəʃlɛçt.
027962|german|german|german/meisterfloh/meisterfloh_2379.wav|spectrograms/027962.npy|linear_spectrograms/027962.npy|wie es wirklich geschieht, wenn ich mir in der Tat eine Kugel durchs Gehirn gejagt hätte. Die Leute behaupteten auch,|viː ɛs vɪɾklɪç ɡəʃiːt, vɛn ɪç miːɾ ɪn dɛɾ tɑːt aɪnə kuːɡəl d??ks ɡəhɪɾn ɡəjɑːkt hɛtə. diː lɔøtə bəhaʊptətən aʊx,
024959|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2003.wav|spectrograms/024959.npy|linear_spectrograms/024959.npy|und der Geruch des Räucherwerkes und der Geruch der alten sonnengewärmten Holzbalken wurden der knienden Frau wie eine Last,|ʊnt dɛɾ ɡərʊx dɛs rɔøçɜvɛɾkəs ʊnt dɛɾ ɡərʊx dɛɾ altən zɔnənɡeːvɛɾmtən hɔltsbalkən v??dən dɛɾ kniːndən fraʊ viː aɪnə last,
029807|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1142.wav|spectrograms/029807.npy|linear_spectrograms/029807.npy|wie entrückt allem, was ihn umgab. Was ist dir, mein Elis? fragte Ulla.|viː ɛntɾykt aləm, vas iːn ʊmɡɑːp. vas ɪst diːɾ, maɪn eːlɪs? frɑːktə ʊlɑː.
030338|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1673.wav|spectrograms/030338.npy|linear_spectrograms/030338.npy|der Graf konnte aber wohl merken, daß der Zustand der Gattin dem bewährten Arzt zu rätselhaft,|dɛɾ ɡɾɑːf kɔntə ɑːbɜ voːl mɛɾkən, das dɛɾ tsuːʃtant dɛɾ ɡatɪn deːm bəvɛːɾtən aɾtst tsuː rɛtzəlhaft,
026141|german|german|german/meisterfloh/meisterfloh_0558.wav|spectrograms/026141.npy|linear_spectrograms/026141.npy|und in ein dunkles anmutiges Zypressenwäldchen geriet. Verlockt von dem lieblichen Säuseln des Abendwindes, dem Murmeln des Bachs,|ʊnt ɪn aɪn dʊŋkləs anmuːtɪɡəs tsypɾɛsɛnvɛldçən ɡəriːt. fɛɾlɔkt fɔn deːm liːplɪçən zɔøzəln dɛs ɑːbəndvɪndəs, deːm m??məln dɛs baxs,
024782|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1826.wav|spectrograms/024782.npy|linear_spectrograms/024782.npy|Der Schilfmattenflechter trug ein großes Bündel zusammengerollter, feingeflochtener Schilfmatten auf dem Rücken.|dɛɾ ʃɪlfmatɛnflɛçtɜ tɾuːk aɪn ɡɾoːsəs byndəl tsuːzamənɡərɔltɜ, faɪnɡəflɔxtənɜ ʃɪlfmatən aʊf deːm rykən.
025224|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2268.wav|spectrograms/025224.npy|linear_spectrograms/025224.npy|die Zigarette aus dem Mund, warf sie über Bord und sagte, schmollend in ihrer Flitterwochenstimmung: Geliebter,|diː tsiːɡarɛtə aʊs deːm mʊnt, vaɾf ziː yːbɜ bɔɾt ʊnt zɑːɡtə, ʃmɔlənt ɪn iːrɜ flɪtɜvɔxənstɪmʊŋ: ɡəliːptɜ,
029950|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1285.wav|spectrograms/029950.npy|linear_spectrograms/029950.npy|in ein hell aufquiekendes Gelächter ausbrach, als die Französin unversehens ihre Tabaksdose über den kleinen Mops ausschüttete,|ɪn aɪn hɛl aʊfkviːkəndəs ɡəlɛçtɜ aʊsbɾax, als diː frantsøːziːn ʊnfɛɾzeːəns iːrə tɑbaksdoːzə yːbɜ deːn klaɪnən moːps aʊsʃytətə,
024479|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1523.wav|spectrograms/024479.npy|linear_spectrograms/024479.npy|Er wußte nicht, daß seine Stimme fortwährend in den Ohren des Mädchens summte und ihr Blut unausgesetzt mit ihm redete.|ɛɾ vʊstə nɪçt, das zaɪnə ʃtɪmə fɔɾtvɛːrənt ɪn deːn oːrən dɛs mɛtçəns zʊmtə ʊnt iːɾ bluːt ʊnaʊsɡəzɛtst mɪt iːm reːdətə.
024776|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1820.wav|spectrograms/024776.npy|linear_spectrograms/024776.npy|Und Fräulein Hasenauge lächelte ungläubig und erzählt eine neue Geschichte.|ʊnt frɔølaɪn hɑzənaʊɡə lɛçəltə ʊnɡlɔøbɪç ʊnt ɛɾtsɛːlt aɪnə nɔøə ɡəʃɪçtə.
028561|german|german|german/meisterfloh/meisterfloh_2978.wav|spectrograms/028561.npy|linear_spectrograms/028561.npy|und aus seinem Innern schoß der Karfunkel wie Himmelsfeuer blendende Strahlen durch den weiten Saal.|ʊnt aʊs zaɪnəm ɪnɜn ʃoːs dɛɾ kaɾfʊŋkəl viː hɪməlsfɔøɜ blɛndəndə ʃtɾɑːlən d??ç deːn vaɪtən zɑːl.
025792|german|german|german/meisterfloh/meisterfloh_0209.wav|spectrograms/025792.npy|linear_spectrograms/025792.npy|und selbst in möglicher Schnelle alles, so daß noch denselben Abend Peregrinus sich in dem elterlichen Hause befand.|ʊnt zɛlpst ɪn møːklɪçɜ ʃnɛlə aləs, zoː das nɔx deːnzɛlbən ɑːbənt peːrɛɡɾiːnʊs zɪç ɪn deːm ɛltɜlɪçən haʊzə bəfant.
029039|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0374.wav|spectrograms/029039.npy|linear_spectrograms/029039.npy|daß eben Sie, von einem heillosen Wahnsinn befangen, die Thebaische Wüste für ein Wäldchen und das ferne, ferne Alexandrien|das eːbən ziː, fɔn aɪnəm haɪloːzən vɑːnzɪn bəfaŋən, diː teːbɑːɪʃə vystə fyːɾ aɪn vɛldçən ʊnt das fɛɾnə, fɛɾnə ɑlɛksandɾiːən
029167|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0502.wav|spectrograms/029167.npy|linear_spectrograms/029167.npy|und dadurch den wirklichen Wahnsinn herbeiführen könnte. Nie hätte ich mich schon deshalb Serapions Umgange hingegeben,|ʊnt dɑːd??ç deːn vɪɾklɪçən vɑːnzɪn hɛɾbaɪfyːrən kœntə.  niː hɛtə ɪç mɪç ʃoːn dɛshalp zeːrapjoːns ʊmɡaŋə hɪnɡəɡeːbən,
024177|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1221.wav|spectrograms/024177.npy|linear_spectrograms/024177.npy|draußen zwischen Wasser und Himmel gehabt. Du kamst mir über das Wasser entgegen,|dɾaʊsən tsvɪʃən vasɜ ʊnt hɪməl ɡəhɑːpt. duː kɑːmst miːɾ yːbɜ das vasɜ ɛntɡeːɡən,
025941|german|german|german/meisterfloh/meisterfloh_0358.wav|spectrograms/025941.npy|linear_spectrograms/025941.npy|kleine Kerze vom Weihnachtstisch, um sich die Treppe hinabzuleuchten. Man kann denken, wie dem Herrn Tyß, in dessen Arm sich nun die|klaɪnə kɛɾtsə fɔm vaɪhnaxtstɪʃ, ʊm zɪç diː tɾɛpə hɪnabtsuːlɔøçtən. man kan dɛŋkən, viː deːm hɛɾn tyːs, ɪn dɛsən aɾm zɪç nuːn diː
027273|german|german|german/meisterfloh/meisterfloh_1690.wav|spectrograms/027273.npy|linear_spectrograms/027273.npy|ob jemand wohl verbrecherischere Gesinnungen an den Tag legen könne, als wenn er bedauere, heute keinen Mord verübt zu haben!|ɔp jeːmant voːl fɛɾbɾɛçərɪʃərə ɡəzɪnʊŋən an deːn tɑːk leːɡən kœnə, als vɛn ɛɾ bədaʊɜə, hɔøtə kaɪnən mɔɾt fɛɾyːpt tsuː hɑːbən!
026145|german|german|german/meisterfloh/meisterfloh_0562.wav|spectrograms/026145.npy|linear_spectrograms/026145.npy|und verliebte sich in die schöne Schläferin dermaßen, daß er dem Verlangen, sie zu küssen, nicht widerstehen konnte.|ʊnt fɛɾliːptə zɪç ɪn diː ʃøːnə ʃlɛːfərɪn dɛɾmɑːsən, das ɛɾ deːm fɛɾlaŋən, ziː tsuː kysən, nɪçt viːdɜʃteːən kɔntə.
025530|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2574.wav|spectrograms/025530.npy|linear_spectrograms/025530.npy|und fiel neben den beiden Japanern ohnmächtig hin.|ʊnt fiːl neːbən deːn baɪdən jɑpanɜn oːnmɛçtɪç hɪn. --
026059|german|german|german/meisterfloh/meisterfloh_0476.wav|spectrograms/026059.npy|linear_spectrograms/026059.npy|das dem Flohbändiger ein ganz anderes Ansehen und die wahre Achtung des Naturforschers erwarb.|das deːm floːbɛndɪɡɜ aɪn ɡants andərəs anzeːən ʊnt diː vɑːrə axtʊŋ dɛs nɑːtuːɾfɔɾʃɜs ɛɾvaɾp.
025397|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2441.wav|spectrograms/025397.npy|linear_spectrograms/025397.npy|Wir Asiaten verlangen von der Frau, daß sie den Mann bediene und sich ihm unterordne. Und wir finden:|viːɾ ɑzɪɑːtən fɛɾlaŋən fɔn dɛɾ fraʊ, das ziː deːn man bədiːnə ʊnt zɪç iːm ʊntɜɔɾdnə. ʊnt viːɾ fɪndən:
024688|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1732.wav|spectrograms/024688.npy|linear_spectrograms/024688.npy|Liebe und der aufgehende Mond machen das Haar wachsen. Darüber will ich dir gleich eine Geschichte erzählen, sagte Hasenauge zu mir|liːbə ʊnt dɛɾ aʊfɡeːəndə mɔnt maxən das hɑːɾ vaxzən. dɑːryːbɜ vɪl ɪç diːɾ ɡlaɪç aɪnə ɡəʃɪçtə ɛɾtsɛːlən , zɑːɡtə hɑzənaʊɡə tsuː miːɾ
028976|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0311.wav|spectrograms/028976.npy|linear_spectrograms/028976.npy|Der Märtyrer Serapion, von dem Sie sprechen, bin ich selbst. Wie, rief ich mit erkünsteltem Erstaunen,|dɛɾ mɛɾtyːrɜ zeːrapjoːn, fɔn deːm ziː ʃpɾɛçən, bɪn ɪç zɛlpst. viː , riːf ɪç mɪt ɛɾkynstəltəm ɛɾʃtaʊnən,
023628|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0672.wav|spectrograms/023628.npy|linear_spectrograms/023628.npy|und fiel wie ein blaues Maschengewebe aus elektrischem Feuer in den See. Gut,|ʊnt fiːl viː aɪn blaʊəs maʃənɡeːveːbə aʊs eːlɛktɾɪʃəm fɔøɜ ɪn deːn zeː. ɡuːt,
029731|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1066.wav|spectrograms/029731.npy|linear_spectrograms/029731.npy|bald zornig tobend. Andere Jünglinge kamen so wie du hieher und behaupteten,|balt tsɔɾnɪç toːbənt. andərə jyŋlɪŋə kɑːmən zoː viː duː hiːɜ ʊnt bəhaʊptətən,
025969|german|german|german/meisterfloh/meisterfloh_0386.wav|spectrograms/025969.npy|linear_spectrograms/025969.npy|Busen des holden Wesens, das sich fest an seine Brust geschmiegt hatte, mit glühenden Küssen,|bʊsən dɛs hɔldən veːzəns, das zɪç fɛst an zaɪnə bɾʊst ɡəʃmiːkt hatə, mɪt ɡlyːəndən kysən,
029623|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0958.wav|spectrograms/029623.npy|linear_spectrograms/029623.npy|In meiner Kuxe fehlt es an Arbeitern.|ɪn maɪnɜ kʊksə feːlt ɛs an aɾbaɪtɜn.
029705|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1040.wav|spectrograms/029705.npy|linear_spectrograms/029705.npy|Der Obersteiger hörte alles ruhig an, dann schüttelte er aber bedenklich den Kopf und sprach: Elis Fröbom,|dɛɾ oːbɜstaɪɡɜ hœɾtə aləs ruːɪç an, dan ʃytəltə ɛɾ ɑːbɜ bədɛŋklɪç deːn kɔpf ʊnt ʃpɾɑːx: eːlɪs frøːboːm,
